ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,description
TKT-002078,CUST-01045,2025-02-09 18:00:00,billing,high,resolved,0.9,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002079,CUST-03731,2025-02-27 09:00:00,technical,low,escalated,,Email service not syncing on mobile device.
TKT-002080,CUST-01251,2025-07-06 11:00:00,upgrade,high,resolved,33.4,Inquiry about bundle discount for adding mobile service.
TKT-002081,CUST-04047,2025-09-14 08:00:00,technical,medium,escalated,,Intermittent internet connectivity — customer reports frequent drops.
TKT-002082,CUST-01031,2025-01-09 16:00:00,general,low,resolved,22.6,General inquiry about contract renewal terms.
TKT-002083,CUST-01528,2025-01-21 09:00:00,technical,low,escalated,,Router not connecting after power outage — needs reset instructions.
TKT-002084,CUST-02347,2025-11-07 11:00:00,billing,low,resolved,17.8,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002085,CUST-04794,2025-02-09 15:00:00,technical,critical,resolved,16.0,Intermittent internet connectivity — customer reports frequent drops.
TKT-002086,CUST-00927,2025-04-09 10:00:00,billing,low,resolved,3.5,Request to change billing date to align with pay schedule.
TKT-002087,CUST-00918,2025-06-22 18:00:00,technical,medium,resolved,39.2,Customer unable to stream video — buffering issues during peak hours.
TKT-002088,CUST-02041,2025-01-04 17:00:00,general,low,resolved,26.3,Customer asking about available loyalty rewards.
TKT-002089,CUST-02097,2025-01-23 16:00:00,technical,high,resolved,54.4,DNS resolution failures reported across multiple devices.
TKT-002090,CUST-02464,2025-05-09 15:00:00,technical,high,resolved,97.9,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002091,CUST-03033,2025-10-29 14:00:00,cancellation,high,resolved,9.0,Customer wants to cancel service — moving to a new provider.
TKT-002092,CUST-03162,2025-05-10 16:00:00,cancellation,critical,resolved,17.2,Customer threatening to cancel unless given a better rate.
TKT-002093,CUST-03253,2025-05-21 09:00:00,cancellation,medium,resolved,4.8,Cancellation request — customer relocating out of service area.
TKT-002094,CUST-01573,2025-02-17 09:00:00,general,low,resolved,69.1,Question about service availability at a new address.
TKT-002095,CUST-01151,2025-07-03 12:00:00,general,low,resolved,0.8,Customer requesting update to account contact information.
TKT-002096,CUST-03507,2025-04-01 16:00:00,billing,medium,resolved,2.1,Request to change billing date to align with pay schedule.
TKT-002097,CUST-01804,2025-02-05 14:00:00,billing,low,resolved,2.7,Customer confused about taxes and surcharges on bill.
TKT-002098,CUST-02162,2025-08-20 15:00:00,technical,high,resolved,22.6,VoIP call quality degradation — choppy audio and latency.
TKT-002099,CUST-01113,2025-01-11 11:00:00,cancellation,high,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-002100,CUST-01564,2025-07-25 15:00:00,billing,critical,resolved,44.1,Late fee dispute — customer says payment was submitted on time.
TKT-002101,CUST-04517,2025-07-31 17:00:00,general,medium,escalated,,Request for copy of service agreement.
TKT-002102,CUST-03263,2025-07-11 12:00:00,billing,low,resolved,10.2,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002103,CUST-02573,2025-11-23 19:00:00,upgrade,medium,escalated,,Customer interested in upgrading to a faster internet tier.
TKT-002104,CUST-03074,2025-11-22 14:00:00,technical,critical,resolved,5.5,Router not connecting after power outage — needs reset instructions.
TKT-002105,CUST-02865,2025-01-03 11:00:00,upgrade,low,resolved,3.6,Customer exploring premium channel add-on options.
TKT-002106,CUST-01664,2025-04-28 08:00:00,upgrade,low,resolved,0.6,Customer exploring premium channel add-on options.
TKT-002107,CUST-04917,2025-06-01 11:00:00,upgrade,medium,escalated,,Inquiry about bundle discount for adding mobile service.
TKT-002108,CUST-02549,2025-01-25 09:00:00,technical,medium,resolved,18.3,Customer unable to stream video — buffering issues during peak hours.
TKT-002109,CUST-01900,2025-11-11 09:00:00,billing,high,resolved,3.1,Customer requesting breakdown of charges on monthly statement.
TKT-002110,CUST-00304,2025-02-05 15:00:00,billing,low,escalated,,Customer confused about taxes and surcharges on bill.
TKT-002111,CUST-03891,2025-09-27 16:00:00,cancellation,critical,escalated,,Customer threatening to cancel unless given a better rate.
TKT-002112,CUST-03993,2025-09-26 15:00:00,cancellation,medium,resolved,7.8,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002113,CUST-00123,2025-11-24 12:00:00,technical,critical,resolved,8.6,Router not connecting after power outage — needs reset instructions.
TKT-002114,CUST-03353,2025-04-20 17:00:00,upgrade,low,resolved,0.8,Customer exploring premium channel add-on options.
TKT-002115,CUST-04667,2025-06-06 18:00:00,general,low,resolved,70.8,General inquiry about contract renewal terms.
TKT-002116,CUST-02249,2025-04-05 15:00:00,billing,low,resolved,24.4,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002117,CUST-04206,2025-07-12 17:00:00,technical,critical,resolved,23.4,DNS resolution failures reported across multiple devices.
TKT-002118,CUST-00323,2025-02-08 18:00:00,general,low,resolved,49.6,General inquiry about contract renewal terms.
TKT-002119,CUST-01132,2025-01-16 13:00:00,technical,medium,resolved,2.4,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002120,CUST-03009,2025-03-05 11:00:00,billing,low,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002121,CUST-03670,2025-12-12 12:00:00,billing,low,resolved,14.1,Request to change billing date to align with pay schedule.
TKT-002122,CUST-02681,2025-03-30 09:00:00,technical,high,escalated,,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002123,CUST-02254,2025-05-23 19:00:00,technical,critical,resolved,5.7,Customer unable to stream video — buffering issues during peak hours.
TKT-002124,CUST-02173,2025-12-17 09:00:00,technical,medium,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-002125,CUST-01659,2025-02-22 17:00:00,technical,medium,open,,Slow download speeds not matching subscribed plan tier.
TKT-002126,CUST-01984,2025-02-08 19:00:00,general,medium,resolved,56.2,Customer requesting update to account contact information.
TKT-002127,CUST-04414,2025-04-06 14:00:00,billing,medium,resolved,16.2,Customer requesting breakdown of charges on monthly statement.
TKT-002128,CUST-02838,2025-03-16 11:00:00,billing,high,resolved,23.5,Customer inquired about unexpected charge on their latest bill.
TKT-002129,CUST-02492,2025-11-08 10:00:00,cancellation,high,open,,Customer wants to cancel service — moving to a new provider.
TKT-002130,CUST-00734,2025-09-27 19:00:00,technical,medium,resolved,3.5,Slow download speeds not matching subscribed plan tier.
TKT-002131,CUST-02224,2025-03-02 19:00:00,upgrade,medium,resolved,21.6,Customer wants to upgrade from DSL to fiber optic service.
TKT-002132,CUST-00822,2025-05-08 09:00:00,technical,low,resolved,28.3,Router not connecting after power outage — needs reset instructions.
TKT-002133,CUST-00741,2025-12-20 12:00:00,cancellation,medium,resolved,28.5,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002134,CUST-02159,2025-08-15 18:00:00,billing,medium,open,,Late fee dispute — customer says payment was submitted on time.
TKT-002135,CUST-04121,2025-03-05 15:00:00,technical,medium,resolved,7.0,Slow download speeds not matching subscribed plan tier.
TKT-002136,CUST-03887,2025-02-18 12:00:00,technical,high,resolved,9.9,DNS resolution failures reported across multiple devices.
TKT-002137,CUST-02551,2025-01-17 12:00:00,technical,high,resolved,9.9,VoIP call quality degradation — choppy audio and latency.
TKT-002138,CUST-03026,2025-07-29 18:00:00,general,medium,resolved,9.6,Customer requesting update to account contact information.
TKT-002139,CUST-03663,2025-06-17 08:00:00,billing,medium,resolved,24.1,Customer requesting breakdown of charges on monthly statement.
TKT-002140,CUST-04548,2025-03-16 10:00:00,cancellation,critical,escalated,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002141,CUST-04505,2025-09-08 09:00:00,billing,critical,resolved,41.9,Late fee dispute — customer says payment was submitted on time.
TKT-002142,CUST-04921,2025-10-21 11:00:00,billing,medium,resolved,6.9,Customer confused about taxes and surcharges on bill.
TKT-002143,CUST-00301,2025-05-27 14:00:00,general,critical,open,,Customer requesting update to account contact information.
TKT-002144,CUST-04234,2025-12-29 11:00:00,cancellation,medium,resolved,3.0,Customer threatening to cancel unless given a better rate.
TKT-002145,CUST-03678,2025-02-11 11:00:00,technical,low,resolved,22.6,Intermittent internet connectivity — customer reports frequent drops.
TKT-002146,CUST-04796,2025-01-23 17:00:00,upgrade,medium,escalated,,Customer wants to upgrade from DSL to fiber optic service.
TKT-002147,CUST-04924,2025-12-13 15:00:00,general,low,resolved,11.3,General inquiry about contract renewal terms.
TKT-002148,CUST-02611,2025-08-22 10:00:00,general,medium,resolved,28.3,Request for copy of service agreement.
TKT-002149,CUST-00207,2025-12-31 11:00:00,cancellation,medium,resolved,24.0,Customer frustrated with service quality and wants to terminate.
TKT-002150,CUST-01718,2025-10-28 19:00:00,upgrade,medium,open,,Customer wants to upgrade from DSL to fiber optic service.
TKT-002151,CUST-01120,2025-09-03 19:00:00,billing,medium,open,,Request to change billing date to align with pay schedule.
TKT-002152,CUST-01504,2025-05-25 19:00:00,general,medium,resolved,92.1,Question about service availability at a new address.
TKT-002153,CUST-00642,2025-12-22 16:00:00,billing,critical,open,,Customer requesting breakdown of charges on monthly statement.
TKT-002154,CUST-02760,2025-08-12 11:00:00,general,critical,open,,Request for copy of service agreement.
TKT-002155,CUST-03568,2025-04-03 18:00:00,technical,high,resolved,2.9,Router not connecting after power outage — needs reset instructions.
TKT-002156,CUST-00489,2025-12-11 10:00:00,upgrade,low,open,,Inquiry about adding streaming package to current plan.
TKT-002157,CUST-04246,2025-06-13 09:00:00,billing,low,resolved,41.5,Customer inquired about unexpected charge on their latest bill.
TKT-002158,CUST-03948,2025-03-25 13:00:00,cancellation,medium,resolved,16.0,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002159,CUST-00854,2025-04-26 13:00:00,technical,medium,resolved,79.6,VoIP call quality degradation — choppy audio and latency.
TKT-002160,CUST-00600,2025-08-10 10:00:00,upgrade,medium,escalated,,Customer wants to upgrade from DSL to fiber optic service.
TKT-002161,CUST-03887,2025-05-18 15:00:00,technical,medium,escalated,,Intermittent internet connectivity — customer reports frequent drops.
TKT-002162,CUST-04364,2025-09-17 18:00:00,general,low,resolved,20.8,Question about service availability at a new address.
TKT-002163,CUST-02445,2025-02-10 10:00:00,technical,medium,open,,Slow download speeds not matching subscribed plan tier.
TKT-002164,CUST-00141,2025-02-24 11:00:00,cancellation,medium,resolved,19.4,Customer frustrated with service quality and wants to terminate.
TKT-002165,CUST-01586,2025-07-21 10:00:00,billing,medium,open,,Request to change billing date to align with pay schedule.
TKT-002166,CUST-01661,2025-03-11 08:00:00,billing,medium,resolved,3.3,Customer confused about taxes and surcharges on bill.
TKT-002167,CUST-01538,2025-01-07 17:00:00,billing,medium,open,,Customer requesting breakdown of charges on monthly statement.
TKT-002168,CUST-02321,2025-01-23 12:00:00,general,low,resolved,4.4,Question about service availability at a new address.
TKT-002169,CUST-01928,2025-03-21 15:00:00,upgrade,low,resolved,12.2,Customer interested in upgrading to a faster internet tier.
TKT-002170,CUST-02624,2025-02-02 10:00:00,technical,medium,resolved,18.1,VoIP call quality degradation — choppy audio and latency.
TKT-002171,CUST-02295,2025-10-13 15:00:00,upgrade,low,escalated,,Inquiry about adding streaming package to current plan.
TKT-002172,CUST-02166,2025-06-03 16:00:00,general,high,escalated,,Request for copy of service agreement.
TKT-002173,CUST-01853,2025-07-04 15:00:00,general,medium,resolved,60.9,Question about service availability at a new address.
TKT-002174,CUST-02762,2025-09-18 16:00:00,general,high,resolved,5.6,Request for copy of service agreement.
TKT-002175,CUST-03076,2025-11-09 19:00:00,cancellation,medium,resolved,19.3,Customer frustrated with service quality and wants to terminate.
TKT-002176,CUST-00963,2025-06-05 12:00:00,technical,medium,resolved,19.2,Router not connecting after power outage — needs reset instructions.
TKT-002177,CUST-03269,2025-09-12 12:00:00,upgrade,medium,resolved,25.8,Inquiry about bundle discount for adding mobile service.
TKT-002178,CUST-01972,2025-12-14 14:00:00,cancellation,critical,resolved,8.6,Account cancellation requested — switching to competitor.
TKT-002179,CUST-00809,2025-07-07 16:00:00,upgrade,medium,escalated,,Request to add international calling to phone plan.
TKT-002180,CUST-04173,2025-01-04 11:00:00,cancellation,medium,open,,Cancellation request — customer relocating out of service area.
TKT-002181,CUST-02194,2025-08-05 15:00:00,general,low,resolved,26.4,General inquiry about contract renewal terms.
TKT-002182,CUST-01958,2025-01-18 12:00:00,billing,medium,resolved,29.4,Customer inquired about unexpected charge on their latest bill.
TKT-002183,CUST-02773,2025-05-16 19:00:00,cancellation,low,resolved,21.1,Customer frustrated with service quality and wants to terminate.
TKT-002184,CUST-03501,2025-02-03 17:00:00,upgrade,medium,resolved,22.8,Request to add international calling to phone plan.
TKT-002185,CUST-04166,2025-01-14 18:00:00,billing,high,escalated,,Late fee dispute — customer says payment was submitted on time.
TKT-002186,CUST-04202,2025-04-21 12:00:00,billing,medium,resolved,16.0,Payment processing error reported — double charge on credit card.
TKT-002187,CUST-00046,2025-05-09 16:00:00,billing,low,resolved,16.8,Customer requesting breakdown of charges on monthly statement.
TKT-002188,CUST-04007,2025-10-15 18:00:00,technical,medium,resolved,4.4,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002189,CUST-03588,2025-05-09 18:00:00,cancellation,medium,resolved,10.4,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002190,CUST-02456,2025-03-31 08:00:00,technical,low,resolved,5.1,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002191,CUST-04563,2025-02-07 13:00:00,technical,medium,escalated,,Slow download speeds not matching subscribed plan tier.
TKT-002192,CUST-02227,2025-10-31 12:00:00,technical,low,open,,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002193,CUST-04115,2025-06-19 18:00:00,billing,critical,resolved,12.1,Late fee dispute — customer says payment was submitted on time.
TKT-002194,CUST-02623,2025-11-24 09:00:00,technical,low,resolved,47.1,Router not connecting after power outage — needs reset instructions.
TKT-002195,CUST-03463,2025-01-05 14:00:00,billing,medium,resolved,21.6,Customer asking about proration after mid-cycle plan change.
TKT-002196,CUST-04494,2025-12-28 13:00:00,cancellation,critical,escalated,,Account cancellation requested — switching to competitor.
TKT-002197,CUST-02388,2025-10-22 12:00:00,billing,high,resolved,10.8,Payment processing error reported — double charge on credit card.
TKT-002198,CUST-01669,2025-07-24 09:00:00,upgrade,medium,resolved,5.9,Inquiry about bundle discount for adding mobile service.
TKT-002199,CUST-02053,2025-05-26 08:00:00,technical,medium,resolved,43.3,Slow download speeds not matching subscribed plan tier.
TKT-002200,CUST-00505,2025-11-15 11:00:00,general,medium,open,,Request for copy of service agreement.
TKT-002201,CUST-01661,2025-09-02 19:00:00,general,high,resolved,50.4,Customer inquiring about referral program benefits.
TKT-002202,CUST-02572,2025-09-01 15:00:00,technical,medium,resolved,18.0,DNS resolution failures reported across multiple devices.
TKT-002203,CUST-02763,2025-06-28 11:00:00,cancellation,critical,resolved,36.7,Cancellation request — customer relocating out of service area.
TKT-002204,CUST-04452,2025-09-10 08:00:00,general,medium,resolved,18.6,Customer requesting update to account contact information.
TKT-002205,CUST-03933,2025-11-07 13:00:00,general,low,escalated,,General inquiry about contract renewal terms.
TKT-002206,CUST-03921,2025-11-27 12:00:00,general,high,escalated,,Request for copy of service agreement.
TKT-002207,CUST-01143,2025-08-06 10:00:00,technical,high,resolved,18.3,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002208,CUST-02410,2025-11-16 08:00:00,general,critical,resolved,20.1,General inquiry about contract renewal terms.
TKT-002209,CUST-03976,2025-04-05 13:00:00,general,low,open,,Question about service availability at a new address.
TKT-002210,CUST-04070,2025-03-04 11:00:00,technical,critical,escalated,,VoIP call quality degradation — choppy audio and latency.
TKT-002211,CUST-02974,2025-10-10 12:00:00,billing,high,resolved,33.3,Payment processing error reported — double charge on credit card.
TKT-002212,CUST-04994,2025-01-22 08:00:00,general,low,resolved,0.5,Request for copy of service agreement.
TKT-002213,CUST-01812,2025-01-16 10:00:00,technical,low,resolved,14.8,Router not connecting after power outage — needs reset instructions.
TKT-002214,CUST-02880,2025-06-20 18:00:00,cancellation,medium,open,,Customer threatening to cancel unless given a better rate.
TKT-002215,CUST-04346,2025-04-27 13:00:00,general,critical,resolved,84.7,Request for copy of service agreement.
TKT-002216,CUST-04775,2025-10-15 13:00:00,upgrade,medium,resolved,7.4,Customer wants to upgrade from DSL to fiber optic service.
TKT-002217,CUST-04080,2025-12-27 12:00:00,cancellation,critical,resolved,9.4,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002218,CUST-03634,2025-07-10 18:00:00,cancellation,high,resolved,13.2,Customer frustrated with service quality and wants to terminate.
TKT-002219,CUST-02902,2025-05-16 11:00:00,cancellation,high,escalated,,Customer wants to cancel service — moving to a new provider.
TKT-002220,CUST-04117,2025-07-21 09:00:00,cancellation,critical,resolved,14.8,Customer wants to cancel service — moving to a new provider.
TKT-002221,CUST-01529,2025-02-15 12:00:00,general,critical,escalated,,General inquiry about contract renewal terms.
TKT-002222,CUST-02586,2025-01-21 12:00:00,technical,low,open,,Slow download speeds not matching subscribed plan tier.
TKT-002223,CUST-01031,2025-05-14 19:00:00,upgrade,medium,resolved,13.8,Customer wants to upgrade from DSL to fiber optic service.
TKT-002224,CUST-03210,2025-10-04 17:00:00,cancellation,high,resolved,10.0,Customer frustrated with service quality and wants to terminate.
TKT-002225,CUST-01971,2025-07-28 13:00:00,billing,medium,resolved,28.0,Customer requesting breakdown of charges on monthly statement.
TKT-002226,CUST-01699,2025-02-09 08:00:00,technical,high,resolved,1.3,Intermittent internet connectivity — customer reports frequent drops.
TKT-002227,CUST-02480,2025-12-29 15:00:00,billing,medium,resolved,86.2,Customer asking about proration after mid-cycle plan change.
TKT-002228,CUST-01902,2025-01-12 14:00:00,upgrade,low,escalated,,Request to add international calling to phone plan.
TKT-002229,CUST-00457,2025-07-04 18:00:00,billing,critical,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002230,CUST-03821,2025-04-28 10:00:00,billing,medium,resolved,70.8,Payment processing error reported — double charge on credit card.
TKT-002231,CUST-02475,2025-07-11 18:00:00,billing,medium,open,,Customer asking about proration after mid-cycle plan change.
TKT-002232,CUST-03408,2025-01-09 12:00:00,billing,medium,resolved,8.1,Customer asking about proration after mid-cycle plan change.
TKT-002233,CUST-03182,2025-05-29 11:00:00,general,medium,resolved,40.6,Customer asking about available loyalty rewards.
TKT-002234,CUST-04787,2025-11-12 13:00:00,general,medium,resolved,24.7,Request for copy of service agreement.
TKT-002235,CUST-04872,2025-12-11 15:00:00,technical,high,resolved,2.3,Intermittent internet connectivity — customer reports frequent drops.
TKT-002236,CUST-02837,2025-10-17 17:00:00,general,medium,escalated,,Request for copy of service agreement.
TKT-002237,CUST-03988,2025-12-01 08:00:00,billing,medium,escalated,,Request to change billing date to align with pay schedule.
TKT-002238,CUST-03877,2025-05-28 09:00:00,cancellation,critical,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-002239,CUST-03095,2025-08-23 12:00:00,general,high,open,,Question about service availability at a new address.
TKT-002240,CUST-03747,2025-07-21 14:00:00,cancellation,critical,resolved,30.4,Cancellation request — customer relocating out of service area.
TKT-002241,CUST-01144,2025-11-22 13:00:00,technical,medium,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-002242,CUST-02430,2025-01-30 14:00:00,general,medium,resolved,27.7,Customer requesting update to account contact information.
TKT-002243,CUST-01637,2025-04-24 08:00:00,technical,high,escalated,,Slow download speeds not matching subscribed plan tier.
TKT-002244,CUST-03590,2025-10-17 10:00:00,general,critical,resolved,8.4,General inquiry about contract renewal terms.
TKT-002245,CUST-04670,2025-06-17 16:00:00,cancellation,critical,escalated,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002246,CUST-00557,2025-11-19 19:00:00,upgrade,critical,open,,Inquiry about adding streaming package to current plan.
TKT-002247,CUST-03946,2025-07-24 18:00:00,cancellation,high,resolved,8.2,Customer wants to cancel service — moving to a new provider.
TKT-002248,CUST-03657,2025-08-30 10:00:00,billing,medium,resolved,39.8,Request to change billing date to align with pay schedule.
TKT-002249,CUST-02113,2025-03-12 12:00:00,general,low,resolved,22.2,Customer inquiring about referral program benefits.
TKT-002250,CUST-01096,2025-12-03 14:00:00,general,low,resolved,44.2,Question about service availability at a new address.
TKT-002251,CUST-02912,2025-08-05 17:00:00,cancellation,medium,open,,Account cancellation requested — switching to competitor.
TKT-002252,CUST-01647,2025-03-28 08:00:00,cancellation,high,open,,Customer frustrated with service quality and wants to terminate.
TKT-002253,CUST-03676,2025-01-16 18:00:00,billing,high,open,,Customer confused about taxes and surcharges on bill.
TKT-002254,CUST-00013,2025-12-13 19:00:00,technical,medium,escalated,,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002255,CUST-03031,2025-12-24 17:00:00,billing,low,resolved,45.5,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002256,CUST-03130,2025-11-05 09:00:00,cancellation,critical,escalated,,Account cancellation requested — switching to competitor.
TKT-002257,CUST-02017,2025-09-01 13:00:00,upgrade,medium,resolved,36.0,Inquiry about bundle discount for adding mobile service.
TKT-002258,CUST-00900,2025-06-14 12:00:00,upgrade,medium,resolved,12.0,Request to add international calling to phone plan.
TKT-002259,CUST-00493,2025-06-29 12:00:00,technical,medium,escalated,,Customer unable to stream video — buffering issues during peak hours.
TKT-002260,CUST-04356,2025-08-07 10:00:00,technical,high,open,,Router not connecting after power outage — needs reset instructions.
TKT-002261,CUST-00468,2025-05-16 19:00:00,cancellation,high,resolved,15.3,Cancellation request — customer relocating out of service area.
TKT-002262,CUST-01341,2025-06-22 16:00:00,general,medium,resolved,2.2,General inquiry about contract renewal terms.
TKT-002263,CUST-04018,2025-04-15 15:00:00,technical,critical,open,,Router not connecting after power outage — needs reset instructions.
TKT-002264,CUST-03079,2025-09-20 12:00:00,cancellation,high,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-002265,CUST-02296,2025-12-19 10:00:00,cancellation,medium,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-002266,CUST-03067,2025-03-26 13:00:00,billing,low,open,,Customer inquired about unexpected charge on their latest bill.
TKT-002267,CUST-02142,2025-09-21 11:00:00,general,medium,resolved,59.3,Request for copy of service agreement.
TKT-002268,CUST-01930,2025-06-07 11:00:00,technical,medium,open,,VoIP call quality degradation — choppy audio and latency.
TKT-002269,CUST-04888,2025-11-18 09:00:00,general,low,resolved,120.1,Customer requesting update to account contact information.
TKT-002270,CUST-03859,2025-12-07 12:00:00,billing,critical,open,,Payment processing error reported — double charge on credit card.
TKT-002271,CUST-00796,2025-07-04 17:00:00,billing,critical,resolved,27.9,Customer inquired about unexpected charge on their latest bill.
TKT-002272,CUST-04581,2025-11-16 18:00:00,general,critical,resolved,9.4,Question about service availability at a new address.
TKT-002273,CUST-00608,2025-02-20 18:00:00,billing,medium,resolved,15.2,Customer inquired about unexpected charge on their latest bill.
TKT-002274,CUST-02764,2025-06-29 19:00:00,technical,high,open,,Intermittent internet connectivity — customer reports frequent drops.
TKT-002275,CUST-03184,2025-08-29 16:00:00,cancellation,high,open,,Customer threatening to cancel unless given a better rate.
TKT-002276,CUST-02220,2025-06-03 16:00:00,general,high,resolved,6.1,Customer requesting update to account contact information.
TKT-002277,CUST-00969,2025-05-08 16:00:00,upgrade,low,resolved,21.2,Inquiry about adding streaming package to current plan.
TKT-002278,CUST-04397,2025-12-06 08:00:00,technical,medium,resolved,57.2,Router not connecting after power outage — needs reset instructions.
TKT-002279,CUST-00005,2025-12-31 15:00:00,billing,high,open,,Customer confused about taxes and surcharges on bill.
TKT-002280,CUST-03686,2025-11-10 16:00:00,technical,low,escalated,,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002281,CUST-02025,2025-06-25 09:00:00,general,low,resolved,4.5,Customer inquiring about referral program benefits.
TKT-002282,CUST-03486,2025-05-26 09:00:00,technical,medium,escalated,,VoIP call quality degradation — choppy audio and latency.
TKT-002283,CUST-00221,2025-12-05 16:00:00,general,low,resolved,18.0,General inquiry about contract renewal terms.
TKT-002284,CUST-03206,2025-03-20 15:00:00,billing,low,resolved,50.2,Late fee dispute — customer says payment was submitted on time.
TKT-002285,CUST-03415,2025-06-08 08:00:00,upgrade,high,resolved,152.3,Request to add international calling to phone plan.
TKT-002286,CUST-03722,2025-07-28 11:00:00,billing,low,resolved,9.5,Customer requesting breakdown of charges on monthly statement.
TKT-002287,CUST-03318,2025-06-27 09:00:00,cancellation,high,resolved,77.5,Cancellation request — customer relocating out of service area.
TKT-002288,CUST-01514,2025-03-15 14:00:00,general,medium,open,,Customer requesting update to account contact information.
TKT-002289,CUST-00160,2025-11-05 08:00:00,technical,high,resolved,20.5,Email service not syncing on mobile device.
TKT-002290,CUST-03915,2025-06-21 12:00:00,cancellation,high,resolved,26.4,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002291,CUST-04055,2025-06-30 18:00:00,technical,low,resolved,10.6,Slow download speeds not matching subscribed plan tier.
TKT-002292,CUST-01397,2025-11-22 08:00:00,upgrade,critical,resolved,8.6,Inquiry about bundle discount for adding mobile service.
TKT-002293,CUST-00508,2025-03-04 15:00:00,general,medium,escalated,,Question about service availability at a new address.
TKT-002294,CUST-03844,2025-09-03 12:00:00,billing,medium,escalated,,Request to change billing date to align with pay schedule.
TKT-002295,CUST-04840,2025-05-19 08:00:00,cancellation,high,resolved,9.2,Cancellation request — customer relocating out of service area.
TKT-002296,CUST-03070,2025-02-02 08:00:00,technical,medium,resolved,6.1,VoIP call quality degradation — choppy audio and latency.
TKT-002297,CUST-03113,2025-02-10 10:00:00,general,high,resolved,2.4,General inquiry about contract renewal terms.
TKT-002298,CUST-02902,2025-02-05 15:00:00,billing,critical,resolved,24.7,Request to change billing date to align with pay schedule.
TKT-002299,CUST-04764,2025-12-02 15:00:00,general,high,escalated,,Customer inquiring about referral program benefits.
TKT-002300,CUST-00321,2025-11-18 11:00:00,upgrade,medium,open,,Customer interested in upgrading to a faster internet tier.
TKT-002301,CUST-00113,2025-07-18 15:00:00,billing,low,resolved,45.8,Late fee dispute — customer says payment was submitted on time.
TKT-002302,CUST-00157,2025-09-03 16:00:00,general,low,resolved,23.1,Question about service availability at a new address.
TKT-002303,CUST-04993,2025-03-21 09:00:00,general,high,resolved,35.8,Customer requesting update to account contact information.
TKT-002304,CUST-04922,2025-04-09 09:00:00,general,medium,resolved,11.0,Customer asking about available loyalty rewards.
TKT-002305,CUST-01124,2025-12-28 11:00:00,upgrade,low,open,,Inquiry about bundle discount for adding mobile service.
TKT-002306,CUST-01623,2025-10-11 11:00:00,technical,medium,resolved,2.5,Email service not syncing on mobile device.
TKT-002307,CUST-01440,2025-08-10 17:00:00,cancellation,critical,escalated,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002308,CUST-00679,2025-12-01 19:00:00,cancellation,high,resolved,15.5,Customer threatening to cancel unless given a better rate.
TKT-002309,CUST-04331,2025-10-17 10:00:00,cancellation,critical,escalated,,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002310,CUST-03665,2025-07-13 19:00:00,general,low,resolved,30.1,General inquiry about contract renewal terms.
TKT-002311,CUST-04062,2025-07-03 09:00:00,billing,medium,resolved,12.6,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002312,CUST-02612,2025-08-11 09:00:00,general,high,escalated,,General inquiry about contract renewal terms.
TKT-002313,CUST-03779,2025-11-03 18:00:00,cancellation,high,resolved,1.0,Customer threatening to cancel unless given a better rate.
TKT-002314,CUST-00818,2025-10-25 18:00:00,cancellation,high,resolved,15.5,Cancellation request — customer relocating out of service area.
TKT-002315,CUST-03588,2025-01-28 11:00:00,cancellation,medium,escalated,,Customer frustrated with service quality and wants to terminate.
TKT-002316,CUST-04456,2025-11-02 17:00:00,upgrade,medium,open,,Customer wants to upgrade from DSL to fiber optic service.
